flight_id,label,attack_type,timestamp,att_roll,att_pitch,att_yaw,pos_lat,pos_lon,pos_alt_rel,pos_vx,pos_vy,pos_vz,nav_roll,nav_pitch,nav_alt_error,servo1_raw,servo2_raw,servo3_raw,servo4_raw,sys_voltage_battery,sys_load,vib_x,vib_y,vib_z,gps_sats_visible,attack_params_json
attack_corridor_base_17,1,pos_spoof,10084,0.00019025789515580982,-4.1970808524638414e-05,-0.345608651638031,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942168253473938e-05,9.444943134440109e-05,0.0,1000,1000,1000,1000,12600,0,0.002969499444589019,0.002794126281514764,0.0028143227100372314,10,{}
attack_corridor_base_17,1,pos_spoof,10416,0.00019763896125368774,-3.2977019145619124e-05,-0.3232947885990143,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942168253473938e-05,9.444943134440109e-05,0.0,1000,1000,1000,1000,12600,0,0.0028737857937812805,0.0030885084997862577,0.002697211457416415,10,{}
attack_corridor_base_17,1,pos_spoof,10749,0.00020015524933114648,-2.1984482373227365e-05,-0.2829281985759735,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942171163856983e-05,9.444940224057063e-05,0.0,1000,1000,1000,1000,12600,0,0.002822219394147396,0.0027116008568555117,0.00273359683342278,10,{}
attack_corridor_base_17,1,pos_spoof,11082,0.00020408781711012125,-1.4224015103536658e-05,-0.2571628987789154,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942161705112085e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.002792580518871546,0.0027751305606216192,0.0026959350798279047,10,{}
attack_corridor_base_17,1,pos_spoof,11414,0.00020871605374850333,-6.933332770131528e-06,-0.23295390605926514,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942161705112085e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.002747411374002695,0.0026371742133051157,0.0027991521637886763,10,{}
attack_corridor_base_17,1,pos_spoof,11749,0.0002158552233595401,5.249519290373428e-07,-0.20410439372062683,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942160249920562e-05,9.444941679248586e-05,0.0,1000,1000,1000,1000,12600,0,0.0032993934582918882,0.002687100786715746,0.002421825658529997,10,{}
attack_corridor_base_17,1,pos_spoof,12081,0.00021988713706377894,1.538804644951597e-05,-0.1851813793182373,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942162432707846e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.002880068263038993,0.002821480156853795,0.0028013791888952255,10,{}
attack_corridor_base_17,1,pos_spoof,12414,0.00022612149768974632,2.135330760211218e-05,-0.1682794690132141,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942162432707846e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.00275562540628016,0.002889086492359638,0.0028576343320310116,10,{}
attack_corridor_base_17,1,pos_spoof,12746,0.00023624853929504752,3.514202398946509e-05,-0.1485888808965683,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942166070686653e-05,9.444935858482495e-05,0.0,1000,1000,1000,1000,12600,0,0.002989754779264331,0.0028661780524998903,0.0029795763548463583,10,{}
attack_corridor_base_17,1,pos_spoof,13079,0.00024683913215994835,3.626735633588396e-05,-0.13569912314414978,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942161705112085e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.00279306061565876,0.0025599845685064793,0.0028954490553587675,10,{}
