flight_id,label,attack_type,timestamp,att_roll,att_pitch,att_yaw,pos_lat,pos_lon,pos_alt_rel,pos_vx,pos_vy,pos_vz,nav_roll,nav_pitch,nav_alt_error,servo1_raw,servo2_raw,servo3_raw,servo4_raw,sys_voltage_battery,sys_load,vib_x,vib_y,vib_z,gps_sats_visible,attack_params_json
normal_corridor_base_7,0,none,10204,0.00019454912398941815,-3.797787940129638e-05,-0.34038814902305603,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942168253473938e-05,9.444943134440109e-05,0.0,1000,1000,1000,1000,12600,0,0.0028675561770796776,0.0029772287234663963,0.0027860975824296474,10,{}
normal_corridor_base_7,0,none,10536,0.00019946147222071886,-2.8413054678821936e-05,-0.30950045585632324,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942168253473938e-05,9.444943134440109e-05,0.0,1000,1000,1000,1000,12600,0,0.002643662504851818,0.0027377114165574312,0.0030474369414150715,10,{}
normal_corridor_base_7,0,none,10869,0.00020193566160742193,-2.1120275050634518e-05,-0.2803114652633667,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942168253473938e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.0025596574414521456,0.00256520789116621,0.0027807275764644146,10,{}
normal_corridor_base_7,0,none,11202,0.00020514620700851083,-1.0788807230710518e-05,-0.2464565634727478,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942160977516323e-05,9.444940951652825e-05,0.0,1000,1000,1000,1000,12600,0,0.002664396073669195,0.0027099926955997944,0.0030754113104194403,10,{}
normal_corridor_base_7,0,none,11534,0.0002098420081892982,-4.286737578240718e-07,-0.22320666909217834,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942160977516323e-05,9.444940951652825e-05,0.0,1000,1000,1000,1000,12600,0,0.003086324315518141,0.002729385159909725,0.0029041895177215338,10,{}
normal_corridor_base_7,0,none,11869,0.00022093406005296856,3.89309252568637e-06,-0.20210911333560944,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942157339537516e-05,9.444940224057063e-05,0.0,1000,1000,1000,1000,12600,0,0.003028291277587414,0.002609644317999482,0.0026846867986023426,10,{}
normal_corridor_base_7,0,none,12201,0.00022302263823803514,1.927107950905338e-05,-0.17758210003376007,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942167525878176e-05,9.444942406844348e-05,0.0,1000,1000,1000,1000,12600,0,0.0029450845904648304,0.0026060710661113262,0.0029119292739778757,10,{}
normal_corridor_base_7,0,none,12534,0.0002311996795469895,2.5546481992932968e-05,-0.16146229207515717,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942167525878176e-05,9.444942406844348e-05,0.0,1000,1000,1000,1000,12600,0,0.0028534745797514915,0.003115403465926647,0.0028567027766257524,10,{}
normal_corridor_base_7,0,none,12867,0.00023882384994067252,3.527367880451493e-05,-0.14715319871902466,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942165343090892e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.0026706946082413197,0.0029354833532124758,0.0027871839702129364,10,{}
normal_corridor_base_7,0,none,13199,0.0002469272294547409,4.079690916114487e-05,-0.13058100640773773,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942163160303608e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.0027065137401223183,0.0027123400941491127,0.002810284961014986,10,{}
normal_corridor_base_7,0,none,13532,0.00025818424182944,4.6270215534605086e-05,-0.1198815405368805,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942163160303608e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.002790022874251008,0.002652977127581835,0.002924981527030468,10,{}
normal_corridor_base_7,0,none,13866,0.0002677571901585907,5.632330430671573e-05,-0.11046017706394196,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942163160303608e-05,9.444940224057063e-05,0.0,1000,1000,1000,1000,12600,0,0.0029537410009652376,0.0027013998478651047,0.002717008115723729,10,{}
normal_corridor_base_7,0,none,14199,0.0002782234223559499,6.539437163155526e-05,-0.09971003234386444,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942153701558709e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.002758793067187071,0.0027501750737428665,0.0027629267424345016,10,{}
normal_corridor_base_7,0,none,14531,0.00028721976559609175,7.729626668151468e-05,-0.09281208366155624,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942153701558709e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.0027488756459206343,0.0028161455411463976,0.0023218425922095776,10,{}
normal_corridor_base_7,0,none,14864,0.00030165459611453116,9.013641101773828e-05,-0.08679626137018204,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942152973962948e-05,9.444933675695211e-05,0.0,1000,1000,1000,1000,12600,0,0.0028279456309974194,0.0027563583571463823,0.0028011230751872063,10,{}
normal_corridor_base_7,0,none,15352,0.0003202961233910173,0.00010656270023901016,-0.07727712392807007,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942152973962948e-05,9.444933675695211e-05,0.0,1000,1000,1000,1000,12600,0,0.0027023665606975555,0.0027013954240828753,0.002471613697707653,10,{}
normal_corridor_base_7,0,none,15602,0.0003311962354928255,0.0001118296422646381,-0.07388365268707275,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942150063579902e-05,9.444935130886734e-05,0.0,1000,1000,1000,1000,12600,0,0.0027988802175968885,0.0027518440037965775,0.002646474866196513,10,{}
normal_corridor_base_7,0,none,15854,0.0003366611781530082,0.00012025694741168991,-0.07094002515077591,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942148608388379e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.0027988802175968885,0.0027518440037965775,0.002646474866196513,10,{}
normal_corridor_base_7,0,none,16104,0.0003452042583376169,0.00012997495650779456,-0.06826519221067429,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.94214933598414e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.0027182139456272125,0.0026065378915518522,0.0027197382878512144,10,{}
