flight_id,label,timestamp,att_roll,att_pitch,att_yaw,pos_lat,pos_lon,pos_alt_rel,pos_vx,pos_vy,pos_vz,nav_roll,nav_pitch,nav_alt_error,servo1_raw,servo2_raw,servo3_raw,servo4_raw,sys_voltage_battery,sys_load,vib_x,vib_y,vib_z,gps_sats_visible
normal_corridor_base,0,15609,0.0003307907027192414,0.00011150518548674881,-0.07378612458705902,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,,,,,,,,,,,,,
normal_corridor_base,0,15859,0.0003363890282344073,0.00012000498827546835,-0.07087501883506775,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942148608388379e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.0026640279684215784,0.002792098093777895,0.0025840585585683584,10
normal_corridor_base,0,16109,0.00034575845347717404,0.00012983879423700273,-0.06822995096445084,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942147153196856e-05,9.444935858482495e-05,0.0,1000,1000,1000,1000,12600,0,0.0026499242521822453,0.002886570291593671,0.0024996548891067505,10
normal_corridor_base,0,16359,0.00035378028405830264,0.0001375292195007205,-0.06591206789016724,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942147880792618e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.002905152505263686,0.0028612499590963125,0.0026816504541784525,10
normal_corridor_base,0,16609,0.00036622723564505577,0.0001452677242923528,-0.06388644129037857,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942150063579902e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.0030702329240739346,0.0028023950289934874,0.0027498232666403055,10
normal_corridor_base,0,16859,0.0003762731794267893,0.00015426664322149009,-0.062099505215883255,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942150063579902e-05,9.44493876886554e-05,0.0,1000,1000,1000,1000,12600,0,0.003136045066639781,0.002573417266830802,0.0025887133087962866,10
normal_corridor_base,0,17109,0.00038774023414589465,0.00015907306806184351,-0.06051822006702423,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942147153196856e-05,9.444940224057063e-05,0.0,1000,1000,1000,1000,12600,0,0.0028475781437009573,0.0028414553962647915,0.0027528118807822466,10
normal_corridor_base,0,17359,0.00039598075090907514,0.00016818726726341993,-0.05916174501180649,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942148608388379e-05,9.444935130886734e-05,0.0,1000,1000,1000,1000,12600,0,0.0028869544621556997,0.002881009364500642,0.002789945574477315,10
normal_corridor_base,0,17609,0.00040429848013445735,0.00017598323756828904,-0.05798079073429108,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.9421595223248e-05,9.44493876886554e-05,0.0,1000,1000,1000,1000,12600,0,0.003016294213011861,0.0026016102638095617,0.003029768355190754,10
normal_corridor_base,0,17859,0.00041804619831964374,0.00018712236487772316,-0.056953564286231995,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,-9.942160249920562e-05,9.444937313674018e-05,0.0,1000,1000,1000,1000,12600,0,0.0026194038800895214,0.0028639514930546284,0.002528201090171933,10
