flight_id,label,timestamp,att_roll,att_pitch,att_yaw,pos_lat,pos_lon,pos_alt_rel,pos_vx,pos_vy,pos_vz,nav_roll,nav_pitch,nav_alt_error,servo1_raw,servo2_raw,servo3_raw,servo4_raw,sys_voltage_battery,sys_load,vib_x,vib_y,vib_z,gps_sats_visible
attack_corridor_base,1,2441,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
attack_corridor_base,1,2759,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
attack_corridor_base,1,3092,0.00013187204604037106,-0.00011643848120002076,-0.3457298278808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,,,,0
attack_corridor_base,1,3426,0.00011724301293725148,-0.00011550170893315226,-0.3457183837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,,,,0
attack_corridor_base,1,3759,0.0001172238407889381,-0.00011414223263273016,-0.3457047939300537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,,,,0
attack_corridor_base,1,4091,0.00012685215915553272,-9.440368739888072e-05,-0.3456975221633911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,0.002993041416630149,0.002680344507098198,0.0028998081106692553,0
attack_corridor_base,1,4424,0.0001363532937830314,-9.016640979098156e-05,-0.34569641947746277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,0.002838202053681016,0.0028385526966303587,0.002847217721864581,0
attack_corridor_base,1,4757,1.946102929650806e-05,-0.00010199970711255446,1.0836272849701345e-05,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,0.003149425843730569,0.0027767657302320004,0.0028151844162493944,0
attack_corridor_base,1,5092,1.2669827810896095e-05,-8.407874702243134e-05,3.495722558000125e-05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,0.0029352856799960136,0.0027785359416157007,0.002859745640307665,0
attack_corridor_base,1,5424,1.421749584551435e-05,-7.280842692125589e-05,5.209808296058327e-05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,0.0025049615651369095,0.002864247187972069,0.0028111368883401155,0
attack_corridor_base,1,5756,3.3220567274838686e-05,-6.413782830350101e-05,7.499066123273224e-05,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1000,1000,1000,1000,12600,0,0.002808963181450963,0.0027583856135606766,0.002867890987545252,0
attack_corridor_base,1,6089,4.898366751149297e-05,-4.4982563849771395e-05,-0.34554967284202576,0.0,0.0,0.0,0.0,0.0,0.06,-9.942186443367973e-05,9.444943134440109e-05,0.0,1000,1000,1000,1000,12600,0,0.002781760413199663,0.002758343704044819,0.0027233234141021967,0
attack_corridor_base,1,6424,5.128408156451769e-05,-3.810864654951729e-05,-0.345537930727005,0.0,0.0,0.0,0.0,0.0,0.05,-9.942189353751019e-05,9.444948227610439e-05,0.0,1000,1000,1000,1000,12600,0,0.0028256296645849943,0.0028287956956773996,0.003047192469239235,0
attack_corridor_base,1,6757,5.829355359310284e-05,-3.0415907531278208e-05,-0.34552931785583496,0.0,0.0,0.0,0.0,0.0,0.04,-9.942189353751019e-05,9.444948227610439e-05,0.0,1000,1000,1000,1000,12600,0,0.002921768231317401,0.0030598118901252747,0.0028055354487150908,0
attack_corridor_base,1,7089,7.390277460217476e-05,-2.3074158889357932e-05,-0.3455224633216858,0.0,0.0,0.0,0.0,0.0,0.02,-9.942190808942541e-05,9.444952593185008e-05,0.0,1000,1000,1000,1000,12600,0,0.0027854687068611383,0.002634759061038494,0.00290469266474247,0
attack_corridor_base,1,7422,9.813346696319059e-05,-3.3514868846395984e-05,-0.34551936388015747,0.0,0.0,0.0,0.0,0.0,0.01,-9.942192264134064e-05,9.44495404837653e-05,0.0,1000,1000,1000,1000,12600,0,0.003079761518165469,0.0027894964441657066,0.0029645105823874474,0
attack_corridor_base,1,7754,0.0001197091696667485,-4.398304736241698e-05,-0.34552550315856934,0.0,0.0,0.0,0.0,0.0,0.0,-9.942192264134064e-05,9.44495404837653e-05,0.0,1000,1000,1000,1000,12600,0,0.0026112368796020746,0.00267747207544744,0.0027131366077810526,0
attack_corridor_base,1,8089,0.000143549419590272,-5.035446156398393e-05,-0.345535546541214,0.0,0.0,0.0,0.0,0.0,0.0,-9.942192264134064e-05,9.444959869142622e-05,0.0,1000,1000,1000,1000,12600,0,0.002768654841929674,0.0027851173654198647,0.0027334231417626143,0
attack_corridor_base,1,8421,0.00016129833238665015,-4.7193956561386585e-05,-0.345539927482605,0.0,0.0,0.0,0.0,0.0,-0.01,-9.94219008134678e-05,9.444960596738383e-05,0.0,1000,1000,1000,1000,12600,0,0.002799065550789237,0.0028958837501704693,0.0028365326579660177,0
attack_corridor_base,1,8754,0.00017629134526941925,-4.395435826154426e-05,-0.345550000667572,0.0,0.0,0.0,0.0,0.0,-0.02,-9.94219008134678e-05,9.444960596738383e-05,0.0,1000,1000,1000,1000,12600,0,0.0026405935641378164,0.0025466594379395247,0.002594131277874112,0
attack_corridor_base,1,9087,0.00019598862854763865,-4.349403752712533e-05,-0.34556376934051514,0.0,0.0,0.0,0.0,0.0,-0.03,-9.942178439814597e-05,9.444952593185008e-05,0.0,1000,1000,1000,1000,12600,0,0.00290659093298018,0.002772747306153178,0.0026013520546257496,0
attack_corridor_base,1,9419,0.00019732690998353064,-4.661702405428514e-05,-0.3455757200717926,0.0,0.0,0.0,0.0,0.0,-0.03,-9.942172619048506e-05,9.444954775972292e-05,0.0,1000,1000,1000,1000,12600,0,0.002546093426644802,0.0028094907756894827,0.0028242128901183605,0
attack_corridor_base,1,9754,0.00019914355652872473,-4.476945105125196e-05,-0.34559252858161926,0.0,0.0,0.0,0.0,0.0,-0.03,-9.942172619048506e-05,9.444954775972292e-05,0.0,1000,1000,1000,1000,12600,0,0.002902319421991706,0.0027927812188863754,0.0027743016835302114,0
attack_corridor_base,1,10086,0.00019103572412859648,-4.135636118007824e-05,-0.34561026096343994,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942172619048506e-05,9.44494386203587e-05,0.0,1000,1000,1000,1000,12600,0,0.002987554296851158,0.002735811984166503,0.0027733389288187027,3
attack_corridor_base,1,10419,0.0001983738475246355,-3.1616062187822536e-05,-0.3218238949775696,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.94216970866546e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.002842477522790432,0.0030984245240688324,0.002688281238079071,10
attack_corridor_base,1,10751,0.00020025423145852983,-2.1177093003643677e-05,-0.2911577522754669,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.94216970866546e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.0027968203648924828,0.002683978993445635,0.002722721081227064,10
attack_corridor_base,1,11084,0.0002044154389295727,-1.4326644304674119e-05,-0.2559833228588104,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.94216461549513e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.002834558254107833,0.002776398090645671,0.002681996440514922,10
attack_corridor_base,1,11417,0.00020965692237950861,-5.068807240604656e-06,-0.23186461627483368,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.94216461549513e-05,9.444936586078256e-05,0.0,1000,1000,1000,1000,12600,0,0.002774316817522049,0.0027718034107238054,0.0027553304098546505,10
attack_corridor_base,1,11751,0.00021262145310174674,-1.1923305009986507e-06,-0.20995323359966278,-35.3632621,149.1652374,0.0,0.0,0.0,-0.03,-9.942157339537516e-05,9.444937313674018e-05,0.0,1000,1000,1000,1000,12600,0,0.003285876242443919,0.002664413535967469,0.002423459431156516,10
attack_corridor_base,1,12084,0.0002212194522144273,1.555664130137302e-05,-0.18432870507240295,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942158067133278e-05,9.444940951652825e-05,0.0,1000,1000,1000,1000,12600,0,0.002841049572452903,0.0028059801552444696,0.0028030588291585445,10
attack_corridor_base,1,12416,0.000227314347284846,2.315533311048057e-05,-0.16751216351985931,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942158067133278e-05,9.444940951652825e-05,0.0,1000,1000,1000,1000,12600,0,0.002742357552051544,0.0028816561680287123,0.0028384968172758818,10
attack_corridor_base,1,12749,0.00023520912509411573,3.1571293220622465e-05,-0.1525307446718216,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942167525878176e-05,9.444940224057063e-05,0.0,1000,1000,1000,1000,12600,0,0.0029562206473201513,0.0028220147360116243,0.00294500682502985,10
attack_corridor_base,1,13082,0.00024566694628447294,3.678806751850061e-05,-0.13510970771312714,-35.3632621,149.1652374,0.0,0.0,0.0,-0.02,-9.942163160303608e-05,9.444935858482495e-05,0.0,1000,1000,1000,1000,12600,0,0.0027600470930337906,0.002574001671746373,0.002856604289263487,10
attack_corridor_base,1,13417,0.0002556311374064535,4.367431392893195e-05,-0.12387437373399734,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942163160303608e-05,9.444935858482495e-05,0.0,1000,1000,1000,1000,12600,0,0.0026340780314058065,0.0025079986080527306,0.0030569294467568398,10
attack_corridor_base,1,13749,0.0002629850641824305,5.510148548637517e-05,-0.11399826407432556,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942160977516323e-05,9.444937313674018e-05,0.0,1000,1000,1000,1000,12600,0,0.0027287532575428486,0.002647017827257514,0.0026362447533756495,10
attack_corridor_base,1,14081,0.00027596153086051345,6.48317436571233e-05,-0.10269610583782196,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942155156750232e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.002733011730015278,0.0025945070665329695,0.0029936092905700207,10
attack_corridor_base,1,14414,0.0002814794424921274,7.504623499698937e-05,-0.09543521702289581,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942155156750232e-05,9.444938041269779e-05,0.0,1000,1000,1000,1000,12600,0,0.002929030219092965,0.0026674920227378607,0.0026080270763486624,10
attack_corridor_base,1,14749,0.0002964272571261972,8.303416689159349e-05,-0.08911678194999695,-35.3632621,149.1652374,0.0,0.0,0.0,-0.01,-9.942151518771425e-05,9.444932948099449e-05,0.0,1000,1000,1000,1000,12600,0,0.0028820382431149483,0.0027171913534402847,0.0027059591375291348,10
